fare,deplocation,arrlocation,deptime,arrcity,depcity,duration,arrtime
$4.00,"DART East Transfer Center, 330 North Olive Street",815 Pierce St near Travis St,7:50 AM,"Houston, TX","Dallas/Fort Worth, TX",3hrs 55mins,11:45 AM
$4.00,"710 Davis St, Grand Prairie",815 Pierce St near Travis St,11:15 AM,"Houston, TX","Dallas/Fort Worth, TX",4hrs 30mins,3:45 PM
$4.00,"DART East Transfer Center, 330 North Olive Street",815 Pierce St near Travis St,11:50 AM,"Houston, TX","Dallas/Fort Worth, TX",3hrs 55mins,3:45 PM
$23.00,"710 Davis St, Grand Prairie",815 Pierce St near Travis St,3:15 PM,"Houston, TX","Dallas/Fort Worth, TX",4hrs 30mins,7:45 PM
$23.00,"DART East Transfer Center, 330 North Olive Street",815 Pierce St near Travis St,3:50 PM,"Houston, TX","Dallas/Fort Worth, TX",3hrs 55mins,7:45 PM
$23.00,"710 Davis St, Grand Prairie",815 Pierce St near Travis St,7:45 PM,"Houston, TX","Dallas/Fort Worth, TX",4hrs 30mins,12:15 AM
$23.00,"DART East Transfer Center, 330 North Olive Street",815 Pierce St near Travis St,8:20 PM,"Houston, TX","Dallas/Fort Worth, TX",3hrs 55mins,12:15 AM
$20.00,"710 Davis St, Grand Prairie",Exxon I-30 Super Store - 612 E Roosevelt Rd,6:00 AM,"Little Rock, AR","Dallas/Fort Worth, TX",5hrs 45mins,11:45 AM
$20.00,"DART East Transfer Center, 330 North Olive Street",Exxon I-30 Super Store - 612 E Roosevelt Rd,6:35 AM,"Little Rock, AR","Dallas/Fort Worth, TX",5hrs 10mins,11:45 AM
$33.00,"710 Davis St, Grand Prairie",Exxon I-30 Super Store - 612 E Roosevelt Rd,11:10 AM,"Little Rock, AR","Dallas/Fort Worth, TX",5hrs 45mins,4:55 PM
$33.00,"DART East Transfer Center, 330 North Olive Street",Exxon I-30 Super Store - 612 E Roosevelt Rd,11:45 AM,"Little Rock, AR","Dallas/Fort Worth, TX",5hrs 10mins,4:55 PM
$37.00,"710 Davis St, Grand Prairie",Exxon I-30 Super Store - 612 E Roosevelt Rd,11:20 PM,"Little Rock, AR","Dallas/Fort Worth, TX",5hrs 45mins,5:05 AM
$37.00,"DART East Transfer Center, 330 North Olive Street",Exxon I-30 Super Store - 612 E Roosevelt Rd,11:55 PM,"Little Rock, AR","Dallas/Fort Worth, TX",5hrs 10mins,5:05 AM
$20.00,"710 Davis St, Grand Prairie",MATA North End Terminal,6:00 AM,"Memphis, TN","Dallas/Fort Worth, TX",8hrs 20mins,2:20 PM
$20.00,"DART East Transfer Center, 330 North Olive Street",MATA North End Terminal,6:35 AM,"Memphis, TN","Dallas/Fort Worth, TX",7hrs 45mins,2:20 PM
$33.00,"710 Davis St, Grand Prairie",MATA North End Terminal,11:10 AM,"Memphis, TN","Dallas/Fort Worth, TX",8hrs 45mins,7:55 PM
$33.00,"DART East Transfer Center, 330 North Olive Street",MATA North End Terminal,11:45 AM,"Memphis, TN","Dallas/Fort Worth, TX",8hrs 10mins,7:55 PM
$37.00,"710 Davis St, Grand Prairie",MATA North End Terminal,11:20 PM,"Memphis, TN","Dallas/Fort Worth, TX",8hrs 45mins,8:05 AM
$37.00,"DART East Transfer Center, 330 North Olive Street",MATA North End Terminal,11:55 PM,"Memphis, TN","Dallas/Fort Worth, TX",8hrs 10mins,8:05 AM
$10.00,"710 Davis St, Grand Prairie",South corner of 4th St and Broadway St,5:45 AM,"San Antonio, TX","Dallas/Fort Worth, TX",5hrs 20mins,11:05 AM
$10.00,"DART East Transfer Center, 330 North Olive Street",South corner of 4th St and Broadway St,6:25 AM,"San Antonio, TX","Dallas/Fort Worth, TX",4hrs 40mins,11:05 AM
$25.00,"710 Davis St, Grand Prairie",South corner of 4th St and Broadway St,1:00 PM,"San Antonio, TX","Dallas/Fort Worth, TX",5hrs 20mins,6:20 PM
$25.00,"DART East Transfer Center, 330 North Olive Street",South corner of 4th St and Broadway St,1:40 PM,"San Antonio, TX","Dallas/Fort Worth, TX",4hrs 40mins,6:20 PM
$25.00,"710 Davis St, Grand Prairie",South corner of 4th St and Broadway St,8:30 PM,"San Antonio, TX","Dallas/Fort Worth, TX",5hrs 15mins,1:45 AM
$25.00,"DART East Transfer Center, 330 North Olive Street",South corner of 4th St and Broadway St,9:05 PM,"San Antonio, TX","Dallas/Fort Worth, TX",4hrs 40mins,1:45 AM
$51.00,"710 Davis St, Grand Prairie",West of Union Station - East Side of 21st St near Clark Ave,11:10 AM,"St Louis, MO","Dallas/Fort Worth, TX",15hrs 45mins,2:55 AM
$51.00,"DART East Transfer Center, 330 North Olive Street",West of Union Station - East Side of 21st St near Clark Ave,11:45 AM,"St Louis, MO","Dallas/Fort Worth, TX",15hrs 10mins,2:55 AM
$51.00,"710 Davis St, Grand Prairie",West of Union Station - East Side of 21st St near Clark Ave,11:20 PM,"St Louis, MO","Dallas/Fort Worth, TX",15hrs 45mins,3:05 PM
$51.00,"DART East Transfer Center, 330 North Olive Street",West of Union Station - East Side of 21st St near Clark Ave,11:55 PM,"St Louis, MO","Dallas/Fort Worth, TX",15hrs 10mins,3:05 PM
$34.00,Center St Park and Ride Bus Ramp,Union Station S Canal St south of Jackson Blvd.,12:40 AM,"Chicago, IL","Des Moines, IA",6hrs 30mins,7:10 AM
$45.00,Center St Park and Ride Bus Ramp,Union Station S Canal St south of Jackson Blvd.,11:30 AM,"Chicago, IL","Des Moines, IA",6hrs 30mins,6:00 PM
$17.00,Center St Park and Ride Bus Ramp,S Dubuque St. & East Court St.,12:40 AM,"Iowa City, IA","Des Moines, IA",2hrs 20mins,3:00 AM
$17.00,Center St Park and Ride Bus Ramp,S Dubuque St. & East Court St.,11:30 AM,"Iowa City, IA","Des Moines, IA",2hrs 30mins,2:00 PM
$5.00,Center St Park and Ride Bus Ramp,Crossroads Mall - N 72nd St between Dodge St and Cass St,4:30 AM,"Omaha, NE","Des Moines, IA",2hrs 20mins,6:50 AM
$5.00,Center St Park and Ride Bus Ramp,Crossroads Mall - N 72nd St between Dodge St and Cass St,5:35 PM,"Omaha, NE","Des Moines, IA",2hrs 20mins,7:55 PM
$21.00,Rosa Parks Transit Center,Union Station S Canal St south of Jackson Blvd.,8:30 AM,"Chicago, IL","Detroit, MI",5hrs 35mins,1:05 PM
$21.00,Cass Avenue & Warren Ave,Union Station S Canal St south of Jackson Blvd.,8:40 AM,"Chicago, IL","Detroit, MI",5hrs 25mins,1:05 PM
$23.00,Rosa Parks Transit Center,Union Station S Canal St south of Jackson Blvd.,2:30 PM,"Chicago, IL","Detroit, MI",5hrs 35mins,7:05 PM
$23.00,Cass Avenue & Warren Ave,Union Station S Canal St south of Jackson Blvd.,2:50 PM,"Chicago, IL","Detroit, MI",5hrs 15mins,7:05 PM
$25.00,Rosa Parks Transit Center,Union Station S Canal St south of Jackson Blvd.,7:00 PM,"Chicago, IL","Detroit, MI",5hrs 35mins,11:35 PM
$25.00,Cass Avenue & Warren Ave,Union Station S Canal St south of Jackson Blvd.,7:10 PM,"Chicago, IL","Detroit, MI",5hrs 25mins,11:35 PM
$1.00,Willard St. outside of Durham Station Transportation Center,Athens Multi-Modal Trans. Ctr - 775 East Broad St,7:00 AM,"Athens, GA","Durham, NC",8hrs 30mins,3:30 PM
$1.00,Willard St. outside of Durham Station Transportation Center,Athens Multi-Modal Trans. Ctr - 775 East Broad St,10:30 PM,"Athens, GA","Durham, NC",7hrs 40mins,6:10 AM
$1.00,Willard St. outside of Durham Station Transportation Center,MARTA Civic Center - 435 W Peachtree St NW,7:00 AM,"Atlanta, GA","Durham, NC",10hrs 20mins,5:20 PM
$1.00,Willard St. outside of Durham Station Transportation Center,MARTA Civic Center - 435 W Peachtree St NW,5:30 PM,"Atlanta, GA","Durham, NC",8hrs 45mins,2:15 AM
$1.00,Willard St. outside of Durham Station Transportation Center,MARTA Civic Center - 435 W Peachtree St NW,10:30 PM,"Atlanta, GA","Durham, NC",9hrs 30mins,8:00 AM
$22.00,Willard St. outside of Durham Station Transportation Center,S Brevard St outside of Charlotte Trans Ctr,3:50 AM,"Charlotte, NC","Durham, NC",3hrs 0mins,6:50 AM
$22.00,Willard St. outside of Durham Station Transportation Center,S Brevard St outside of Charlotte Trans Ctr,12:10 PM,"Charlotte, NC","Durham, NC",3hrs 0mins,3:10 PM
$1.00,Willard St. outside of Durham Station Transportation Center,Sumter Street Transit Station,7:00 AM,"Columbia, SC","Durham, NC",5hrs 30mins,12:30 PM
$1.00,Willard St. outside of Durham Station Transportation Center,Sumter Street Transit Station,5:30 PM,"Columbia, SC","Durham, NC",5hrs 0mins,10:30 PM
$1.00,Willard St. outside of Durham Station Transportation Center,Sumter Street Transit Station,10:30 PM,"Columbia, SC","Durham, NC",4hrs 30mins,3:00 AM
$1.00,Willard St. outside of Durham Station Transportation Center,Fayetteville Transit Center,7:00 AM,"Fayetteville, NC","Durham, NC",1hrs 50mins,8:50 AM
$1.00,Willard St. outside of Durham Station Transportation Center,Fayetteville Transit Center,5:30 PM,"Fayetteville, NC","Durham, NC",1hrs 50mins,7:20 PM
$1.00,Willard St. outside of Durham Station Transportation Center,Fayetteville Transit Center,10:30 PM,"Fayetteville, NC","Durham, NC",1hrs 40mins,12:10 AM
$77.00,Willard St. outside of Durham Station Transportation Center,7th Ave & 28th St.,1:00 AM,"New York, NY","Durham, NC",11hrs 40mins,12:40 PM
$77.00,Willard St. outside of Durham Station Transportation Center,7th Ave & 28th St.,1:00 PM,"New York, NY","Durham, NC",11hrs 40mins,12:40 AM
$24.00,Willard St. outside of Durham Station Transportation Center,The Plaza at Main Street Station,1:00 AM,"Richmond, VA","Durham, NC",2hrs 35mins,3:35 AM
$24.00,Willard St. outside of Durham Station Transportation Center,The Plaza at Main Street Station,1:00 PM,"Richmond, VA","Durham, NC",2hrs 35mins,3:35 PM
$22.00,Willard St. outside of Durham Station Transportation Center,The Plaza at Main Street Station,6:00 PM,"Richmond, VA","Durham, NC",2hrs 35mins,8:35 PM
$21.00,Willard St. outside of Durham Station Transportation Center,Union Station.,1:00 AM,"Washington, DC","Durham, NC",4hrs 50mins,5:50 AM
$21.00,Willard St. outside of Durham Station Transportation Center,Union Station.,1:00 PM,"Washington, DC","Durham, NC",4hrs 40mins,5:40 PM
$18.00,Willard St. outside of Durham Station Transportation Center,Union Station.,6:00 PM,"Washington, DC","Durham, NC",4hrs 40mins,10:40 PM
$28.00,East Lansing Train Station - 1240 S Harrison Rd,Union Station S Canal St south of Jackson Blvd.,10:15 AM,"Chicago, IL","East Lansing, MI",5hrs 0mins,2:15 PM
$28.00,East Lansing Train Station - 1240 S Harrison Rd,Union Station S Canal St south of Jackson Blvd.,5:00 PM,"Chicago, IL","East Lansing, MI",5hrs 0mins,9:00 PM
$89.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),MARTA Civic Center - 435 W Peachtree St NW,12:30 AM,"Atlanta, GA","Erie, PA",17hrs 35mins,6:05 PM
$89.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),MARTA Civic Center - 435 W Peachtree St NW,12:30 PM,"Atlanta, GA","Erie, PA",17hrs 35mins,6:05 AM
$5.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),Downtown Terminal,6:45 AM,"Buffalo, NY","Erie, PA",2hrs 0mins,8:45 AM
$5.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),Downtown Terminal,6:45 PM,"Buffalo, NY","Erie, PA",2hrs 0mins,8:45 PM
$69.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),Eastgate Complex - 5600 Brainerd Rd.,12:30 AM,"Chattanooga, TN","Erie, PA",15hrs 15mins,3:45 PM
$69.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),Eastgate Complex - 5600 Brainerd Rd.,12:30 PM,"Chattanooga, TN","Erie, PA",15hrs 15mins,3:45 AM
$10.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),1213 W Central Parkway,12:30 AM,"Cincinnati, OH","Erie, PA",7hrs 15mins,7:45 AM
$22.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),1213 W Central Parkway,12:30 PM,"Cincinnati, OH","Erie, PA",7hrs 15mins,7:45 PM
$7.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",12:30 AM,"Cleveland, OH","Erie, PA",2hrs 0mins,2:30 AM
$8.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",12:30 PM,"Cleveland, OH","Erie, PA",2hrs 0mins,2:30 PM
$10.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),SE corner of Spring St and 4th St,12:30 AM,"Columbus, OH","Erie, PA",5hrs 0mins,5:30 AM
$10.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),SE corner of Spring St and 4th St,12:30 PM,"Columbus, OH","Erie, PA",5hrs 0mins,5:30 PM
$59.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),Knoxville Transit Center,12:30 AM,"Knoxville, TN","Erie, PA",13hrs 25mins,1:55 PM
$59.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),Knoxville Transit Center,12:30 PM,"Knoxville, TN","Erie, PA",13hrs 25mins,1:55 AM
$59.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),Lextran Transit Ctr - High Street side  185 East High Street,12:30 AM,"Lexington, KY","Erie, PA",9hrs 55mins,10:25 AM
$59.00,PSU Erie - Erie Lot (on College Dr next to tennis courts),Lextran Transit Ctr - High Street side  185 East High Street,12:30 PM,"Lexington, KY","Erie, PA",9hrs 55mins,10:25 PM
$10.00,Dattco Fairhaven Bus Terminal,7th Ave & 28th St.,5:30 AM,"New York, NY","Fairhaven, MA",5hrs 0mins,10:30 AM
$10.00,Dattco Fairhaven Bus Terminal,7th Ave & 28th St.,11:10 AM,"New York, NY","Fairhaven, MA",5hrs 5mins,4:15 PM
$10.00,Dattco Fairhaven Bus Terminal,Fountain St. between Union St and Eddy St.,5:30 AM,"Providence, RI","Fairhaven, MA",0hrs 45mins,6:15 AM
$10.00,Dattco Fairhaven Bus Terminal,Fountain St. between Union St and Eddy St.,11:10 AM,"Providence, RI","Fairhaven, MA",0hrs 50mins,12:00 PM
$1.00,Fayetteville Transit Center,Athens Multi-Modal Trans. Ctr - 775 East Broad St,12:10 AM,"Athens, GA","Fayetteville, NC",6hrs 0mins,6:10 AM
$1.00,Fayetteville Transit Center,Athens Multi-Modal Trans. Ctr - 775 East Broad St,8:50 AM,"Athens, GA","Fayetteville, NC",6hrs 40mins,3:30 PM
$1.00,Fayetteville Transit Center,MARTA Civic Center - 435 W Peachtree St NW,12:10 AM,"Atlanta, GA","Fayetteville, NC",7hrs 50mins,8:00 AM
$1.00,Fayetteville Transit Center,MARTA Civic Center - 435 W Peachtree St NW,8:50 AM,"Atlanta, GA","Fayetteville, NC",8hrs 30mins,5:20 PM
$1.00,Fayetteville Transit Center,MARTA Civic Center - 435 W Peachtree St NW,7:20 PM,"Atlanta, GA","Fayetteville, NC",6hrs 55mins,2:15 AM
$1.00,Fayetteville Transit Center,Sumter Street Transit Station,12:10 AM,"Columbia, SC","Fayetteville, NC",2hrs 50mins,3:00 AM
$1.00,Fayetteville Transit Center,Sumter Street Transit Station,8:50 AM,"Columbia, SC","Fayetteville, NC",3hrs 40mins,12:30 PM
$1.00,Fayetteville Transit Center,Sumter Street Transit Station,7:20 PM,"Columbia, SC","Fayetteville, NC",3hrs 10mins,10:30 PM
$1.00,Fayetteville Transit Center,Willard St. outside of Durham Station Transportation Center,4:00 AM,"Durham, NC","Fayetteville, NC",1hrs 30mins,5:30 AM
$1.00,Fayetteville Transit Center,Willard St. outside of Durham Station Transportation Center,2:35 PM,"Durham, NC","Fayetteville, NC",1hrs 35mins,4:10 PM
$1.00,Fayetteville Transit Center,Willard St. outside of Durham Station Transportation Center,7:30 PM,"Durham, NC","Fayetteville, NC",1hrs 30mins,9:00 PM
$27.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,MARTA Civic Center - 435 W Peachtree St NW,1:30 AM,"Atlanta, GA","Gainesville, FL",6hrs 0mins,7:30 AM
$27.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,MARTA Civic Center - 435 W Peachtree St NW,11:25 AM,"Atlanta, GA","Gainesville, FL",6hrs 20mins,5:45 PM
$1.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,GM&O Transit Center - 110 Beauregard St,10:30 AM,"Mobile, AL","Gainesville, FL",6hrs 45mins,4:15 PM
$1.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,GM&O Transit Center - 110 Beauregard St,9:30 PM,"Mobile, AL","Gainesville, FL",6hrs 45mins,3:15 AM
$1.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,10:30 AM,"New Orleans, LA","Gainesville, FL",9hrs 15mins,6:45 PM
$1.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,9:30 PM,"New Orleans, LA","Gainesville, FL",9hrs 15mins,5:45 AM
$13.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,101-199 N Gertrude Ave,6:40 AM,"Orlando, FL","Gainesville, FL",1hrs 55mins,8:35 AM
$13.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,101-199 N Gertrude Ave,10:15 AM,"Orlando, FL","Gainesville, FL",2hrs 0mins,12:15 PM
$17.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,101-199 N Gertrude Ave,6:55 PM,"Orlando, FL","Gainesville, FL",2hrs 5mins,9:00 PM
$9.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,101-199 N Gertrude Ave,9:45 PM,"Orlando, FL","Gainesville, FL",2hrs 0mins,11:45 PM
$1.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,CK Steele Plaza Gate 24,10:30 AM,"Tallahassee, FL","Gainesville, FL",2hrs 45mins,1:15 PM
$1.00,Hull Rd. Parking Lot across from UF Southwest Rec. Ctr,CK Steele Plaza Gate 24,9:30 PM,"Tallahassee, FL","Gainesville, FL",2hrs 45mins,12:15 AM
$28.00,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,Union Station S Canal St south of Jackson Blvd.,12:05 PM,"Chicago, IL","Grand Rapids, MI",3hrs 10mins,2:15 PM
$28.00,Parking lot on SW corner of intersection of Market St SW and Wealthy St SW,Union Station S Canal St south of Jackson Blvd.,6:50 PM,"Chicago, IL","Grand Rapids, MI",3hrs 10mins,9:00 PM
$14.00,Hampton Transit Center - 2 W Pembroke Ave,White Marsh Mall (Opp Red Lobster),2:00 AM,"Baltimore, MD","Hampton, VA",5hrs 15mins,7:15 AM
$13.00,Hampton Transit Center - 2 W Pembroke Ave,White Marsh Mall (Opp Red Lobster),12:00 PM,"Baltimore, MD","Hampton, VA",5hrs 35mins,5:35 PM
$9.00,Hampton Transit Center - 2 W Pembroke Ave,White Marsh Mall (Opp Red Lobster),5:40 PM,"Baltimore, MD","Hampton, VA",5hrs 25mins,11:05 PM
$55.00,Hampton Transit Center - 2 W Pembroke Ave,7th Ave & 28th St.,2:00 AM,"New York, NY","Hampton, VA",10hrs 40mins,12:40 PM
$55.00,Hampton Transit Center - 2 W Pembroke Ave,7th Ave & 28th St.,12:00 PM,"New York, NY","Hampton, VA",10hrs 40mins,10:40 PM
$49.00,Hampton Transit Center - 2 W Pembroke Ave,7th Ave & 28th St.,5:40 PM,"New York, NY","Hampton, VA",11hrs 10mins,4:50 AM
$15.00,Hampton Transit Center - 2 W Pembroke Ave,U of Delaware - Parking Lot #6 on Christiana Dr,2:00 AM,"Newark, DE","Hampton, VA",6hrs 15mins,8:15 AM
$15.00,Hampton Transit Center - 2 W Pembroke Ave,U of Delaware - Parking Lot #6 on Christiana Dr,5:40 PM,"Newark, DE","Hampton, VA",6hrs 25mins,12:05 AM
$14.00,Hampton Transit Center - 2 W Pembroke Ave,30th St Station,2:00 AM,"Philadelphia, PA","Hampton, VA",7hrs 30mins,9:30 AM
$13.00,Hampton Transit Center - 2 W Pembroke Ave,30th St Station,12:00 PM,"Philadelphia, PA","Hampton, VA",7hrs 40mins,7:40 PM
$9.00,Hampton Transit Center - 2 W Pembroke Ave,30th St Station,5:40 PM,"Philadelphia, PA","Hampton, VA",7hrs 35mins,1:15 AM
$8.00,Hampton Transit Center - 2 W Pembroke Ave,The Plaza at Main Street Station,2:00 AM,"Richmond, VA","Hampton, VA",1hrs 35mins,3:35 AM
$8.00,Hampton Transit Center - 2 W Pembroke Ave,The Plaza at Main Street Station,12:00 PM,"Richmond, VA","Hampton, VA",1hrs 40mins,1:40 PM
$8.00,Hampton Transit Center - 2 W Pembroke Ave,The Plaza at Main Street Station,5:40 PM,"Richmond, VA","Hampton, VA",1hrs 40mins,7:20 PM
$14.00,Hampton Transit Center - 2 W Pembroke Ave,Union Station.,2:00 AM,"Washington, DC","Hampton, VA",3hrs 40mins,5:40 AM
$13.00,Hampton Transit Center - 2 W Pembroke Ave,Union Station.,12:00 PM,"Washington, DC","Hampton, VA",4hrs 0mins,4:00 PM
$9.00,Hampton Transit Center - 2 W Pembroke Ave,Union Station.,5:40 PM,"Washington, DC","Hampton, VA",3hrs 50mins,9:30 PM
$11.00,Harrisburg Mall Parking Lot,30th St Station,12:15 PM,"Philadelphia, PA","Harrisburg, PA",1hrs 45mins,2:00 PM
$11.00,Harrisburg Mall Parking Lot,30th St Station,4:40 PM,"Philadelphia, PA","Harrisburg, PA",2hrs 0mins,6:40 PM
$11.00,Harrisburg Mall Parking Lot,30th St Station,10:30 PM,"Philadelphia, PA","Harrisburg, PA",1hrs 50mins,12:20 AM
$15.00,Harrisburg Mall Parking Lot,10th St and Penn Ave,9:45 AM,"Pittsburgh, PA","Harrisburg, PA",5hrs 5mins,2:50 PM
$15.00,Harrisburg Mall Parking Lot,10th St and Penn Ave,3:10 PM,"Pittsburgh, PA","Harrisburg, PA",4hrs 50mins,8:00 PM
$11.00,Harrisburg Mall Parking Lot,10th St and Penn Ave,6:55 PM,"Pittsburgh, PA","Harrisburg, PA",4hrs 55mins,11:50 PM
$11.00,Harrisburg Mall Parking Lot,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,9:45 AM,"State College, PA","Harrisburg, PA",2hrs 35mins,12:20 PM
$11.00,Harrisburg Mall Parking Lot,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,3:10 PM,"State College, PA","Harrisburg, PA",2hrs 20mins,5:30 PM
$10.00,Harrisburg Mall Parking Lot,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,6:55 PM,"State College, PA","Harrisburg, PA",2hrs 35mins,9:30 PM
$12.00,Columbus Blvd between Morgan & Talcott St.,Hampshire Mall b/t Cinemark and the Arizona Pizza Company,12:30 PM,"Amherst, MA","Hartford, CT",1hrs 0mins,1:30 PM
$10.00,Columbus Blvd between Morgan & Talcott St.,Hampshire Mall b/t Cinemark and the Arizona Pizza Company,5:30 PM,"Amherst, MA","Hartford, CT",1hrs 0mins,6:30 PM
$15.00,Columbus Blvd between Morgan & Talcott St.,South Station - Gate 13,10:00 AM,"Boston, MA","Hartford, CT",1hrs 45mins,11:45 AM
$22.00,Columbus Blvd between Morgan & Talcott St.,Royal Tyler Theatre - University Place and Main St.,12:30 PM,"Burlington, VT","Hartford, CT",4hrs 30mins,5:00 PM
$10.00,Columbus Blvd between Morgan & Talcott St.,Royal Tyler Theatre - University Place and Main St.,5:30 PM,"Burlington, VT","Hartford, CT",4hrs 30mins,10:00 PM
$13.00,Columbus Blvd between Morgan & Talcott St.,Union Station,4:15 PM,"New Haven, CT","Hartford, CT",0hrs 45mins,5:00 PM
$5.00,Columbus Blvd between Morgan & Talcott St.,7th Ave & 28th St.,5:45 AM,"New York, NY","Hartford, CT",2hrs 30mins,8:15 AM
$10.00,Columbus Blvd between Morgan & Talcott St.,7th Ave & 28th St.,10:45 AM,"New York, NY","Hartford, CT",2hrs 30mins,1:15 PM
$10.00,Columbus Blvd between Morgan & Talcott St.,7th Ave & 28th St.,5:00 PM,"New York, NY","Hartford, CT",2hrs 30mins,7:30 PM
$5.00,815 Pierce St near Travis St,Whitis Ave b/t W 20th St and W 21st St,7:30 AM,"Austin, TX","Houston, TX",3hrs 15mins,10:45 AM
$5.00,Select Shell Station - 13250 FM 1960 W,Whitis Ave b/t W 20th St and W 21st St,7:55 AM,"Austin, TX","Houston, TX",2hrs 50mins,10:45 AM
$5.00,815 Pierce St near Travis St,Whitis Ave b/t W 20th St and W 21st St,2:00 PM,"Austin, TX","Houston, TX",3hrs 15mins,5:15 PM
$5.00,"Katy Mills Mall, Entrance 5",Whitis Ave b/t W 20th St and W 21st St,2:25 PM,"Austin, TX","Houston, TX",2hrs 50mins,5:15 PM
$27.00,815 Pierce St near Travis St,South side of Florida St between 3rd St and Lafayette St,8:00 AM,"Baton Rouge, LA","Houston, TX",4hrs 45mins,12:45 PM
$27.00,"Katy Mills Mall, Entrance 5",South side of Florida St between 3rd St and Lafayette St,2:20 PM,"Baton Rouge, LA","Houston, TX",5hrs 55mins,8:15 PM
$27.00,815 Pierce St near Travis St,South side of Florida St between 3rd St and Lafayette St,3:30 PM,"Baton Rouge, LA","Houston, TX",4hrs 45mins,8:15 PM
$31.00,"Katy Mills Mall, Entrance 5",South side of Florida St between 3rd St and Lafayette St,10:05 PM,"Baton Rouge, LA","Houston, TX",5hrs 55mins,4:00 AM
$31.00,815 Pierce St near Travis St,South side of Florida St between 3rd St and Lafayette St,11:15 PM,"Baton Rouge, LA","Houston, TX",4hrs 45mins,4:00 AM
$23.00,815 Pierce St near Travis St,"710 Davis St, Grand Prairie",9:15 AM,"Dallas/Fort Worth, TX","Houston, TX",4hrs 15mins,1:30 PM
$23.00,815 Pierce St near Travis St,"DART East Transfer Center, 330 North Olive Street",9:15 AM,"Dallas/Fort Worth, TX","Houston, TX",3hrs 50mins,1:05 PM
$23.00,815 Pierce St near Travis St,"710 Davis St, Grand Prairie",1:30 PM,"Dallas/Fort Worth, TX","Houston, TX",4hrs 15mins,5:45 PM
$23.00,815 Pierce St near Travis St,"DART East Transfer Center, 330 North Olive Street",1:30 PM,"Dallas/Fort Worth, TX","Houston, TX",3hrs 50mins,5:20 PM
$23.00,815 Pierce St near Travis St,"710 Davis St, Grand Prairie",5:00 PM,"Dallas/Fort Worth, TX","Houston, TX",4hrs 15mins,9:15 PM
$23.00,815 Pierce St near Travis St,"DART East Transfer Center, 330 North Olive Street",5:00 PM,"Dallas/Fort Worth, TX","Houston, TX",3hrs 50mins,8:50 PM
$4.00,815 Pierce St near Travis St,"710 Davis St, Grand Prairie",9:00 PM,"Dallas/Fort Worth, TX","Houston, TX",4hrs 15mins,1:15 AM
$23.00,815 Pierce St near Travis St,"DART East Transfer Center, 330 North Olive Street",9:00 PM,"Dallas/Fort Worth, TX","Houston, TX",3hrs 50mins,12:50 AM
$27.00,815 Pierce St near Travis St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,8:00 AM,"New Orleans, LA","Houston, TX",6hrs 30mins,2:30 PM
$27.00,"Katy Mills Mall, Entrance 5",(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,2:20 PM,"New Orleans, LA","Houston, TX",7hrs 40mins,10:00 PM
$27.00,815 Pierce St near Travis St,(Temporary Location) Elysian Fields Ave between St Claude Ave and N Rampart St,3:30 PM,"New Orleans, LA","Houston, TX",6hrs 30mins,10:00 PM
