fare,urlscraped,origcity,datescraped,destlocation,timescraped,origtime,destcity,origlocation,duration,desttime
$40.00,http://us.megabus.com/JourneyResults.aspx?originCode=135&destinationCode=127&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Secaucus, NJ",2014-06-03,30th St Station,22:00:03.199000,3:00 AM,"Philadelphia, PA",Frank. J Lautenberg Station at Secaucus Junction,2hrs 0mins,5:00 AM
$37.00,http://us.megabus.com/JourneyResults.aspx?originCode=135&destinationCode=127&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Secaucus, NJ",2014-06-03,30th St Station,22:00:03.201000,2:20 PM,"Philadelphia, PA",Frank. J Lautenberg Station at Secaucus Junction,2hrs 10mins,4:30 PM
$40.00,http://us.megabus.com/JourneyResults.aspx?originCode=135&destinationCode=142&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Secaucus, NJ",2014-06-03,Union Station.,22:00:06.766000,3:00 AM,"Washington, DC",Frank. J Lautenberg Station at Secaucus Junction,5hrs 25mins,8:25 AM
$37.00,http://us.megabus.com/JourneyResults.aspx?originCode=135&destinationCode=142&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Secaucus, NJ",2014-06-03,Union Station.,22:00:06.768000,2:20 PM,"Washington, DC",Frank. J Lautenberg Station at Secaucus Junction,5hrs 35mins,7:55 PM
$14.00,http://us.megabus.com/JourneyResults.aspx?originCode=419&destinationCode=415&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Sparks, NV",2014-06-03,University/65th St Light Rail Stn - 6740 Q St,22:00:14.329000,10:15 AM,"Sacramento, CA",RTC Centennial Plaza,3hrs 0mins,1:15 PM
$6.00,http://us.megabus.com/JourneyResults.aspx?originCode=419&destinationCode=415&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Sparks, NV",2014-06-03,University/65th St Light Rail Stn - 6740 Q St,22:00:14.330000,2:45 PM,"Sacramento, CA",RTC Centennial Plaza,3hrs 0mins,5:45 PM
$1.00,http://us.megabus.com/JourneyResults.aspx?originCode=419&destinationCode=415&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Sparks, NV",2014-06-03,University/65th St Light Rail Stn - 6740 Q St,22:00:14.332000,10:45 PM,"Sacramento, CA",RTC Centennial Plaza,2hrs 45mins,1:30 AM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=419&destinationCode=414&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Sparks, NV",2014-06-03,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,22:00:20.714000,10:15 AM,"San Francisco, CA",RTC Centennial Plaza,5hrs 0mins,3:15 PM
$17.00,http://us.megabus.com/JourneyResults.aspx?originCode=419&destinationCode=414&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Sparks, NV",2014-06-03,San Francisco Caltrain Stn - Townsend St b/t 4th & 5th St,22:00:20.715000,2:45 PM,"San Francisco, CA",RTC Centennial Plaza,5hrs 0mins,7:45 PM
$23.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:00:26.831000,1:50 AM,"Chicago, IL",West of Union Station - East Side of 21st St near Clark Ave,5hrs 40mins,7:30 AM
$23.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:00:26.832000,3:05 AM,"Chicago, IL",West of Union Station - East Side of 21st St near Clark Ave,5hrs 10mins,8:15 AM
$23.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:00:26.833000,9:30 AM,"Chicago, IL",West of Union Station - East Side of 21st St near Clark Ave,5hrs 40mins,3:10 PM
$23.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:00:26.834000,3:15 PM,"Chicago, IL",West of Union Station - East Side of 21st St near Clark Ave,5hrs 10mins,8:25 PM
$23.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:00:26.835000,4:20 PM,"Chicago, IL",West of Union Station - East Side of 21st St near Clark Ave,5hrs 20mins,9:40 PM
$25.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=104&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,Wabash Station,22:00:31.319000,2:30 PM,"Columbia, MO",West of Union Station - East Side of 21st St near Clark Ave,2hrs 10mins,4:40 PM
$51.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=317&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,"DART East Transfer Center, 330 North Olive Street",22:00:38.375000,2:40 AM,"Dallas/Fort Worth, TX",West of Union Station - East Side of 21st St near Clark Ave,14hrs 40mins,5:20 PM
$51.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=317&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,"710 Davis St, Grand Prairie",22:00:38.376000,2:40 AM,"Dallas/Fort Worth, TX",West of Union Station - East Side of 21st St near Clark Ave,15hrs 5mins,5:45 PM
$51.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=317&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,"DART East Transfer Center, 330 North Olive Street",22:00:38.377000,2:45 PM,"Dallas/Fort Worth, TX",West of Union Station - East Side of 21st St near Clark Ave,15hrs 10mins,5:55 AM
$51.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=317&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,"710 Davis St, Grand Prairie",22:00:38.379000,2:45 PM,"Dallas/Fort Worth, TX",West of Union Station - East Side of 21st St near Clark Ave,15hrs 35mins,6:20 AM
$23.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=117&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,3rd & Grand MetroCenter,22:00:41.815000,4:25 AM,"Kansas City, MO",West of Union Station - East Side of 21st St near Clark Ave,4hrs 40mins,9:05 AM
$23.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=117&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,3rd & Grand MetroCenter,22:00:41.817000,2:30 PM,"Kansas City, MO",West of Union Station - East Side of 21st St near Clark Ave,5hrs 0mins,7:30 PM
$31.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=324&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,Exxon I-30 Super Store - 612 E Roosevelt Rd,22:00:47.902000,2:40 AM,"Little Rock, AR",West of Union Station - East Side of 21st St near Clark Ave,9hrs 5mins,11:45 AM
$31.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=324&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,Exxon I-30 Super Store - 612 E Roosevelt Rd,22:00:47.904000,2:45 PM,"Little Rock, AR",West of Union Station - East Side of 21st St near Clark Ave,9hrs 35mins,12:20 AM
$31.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=120&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,MATA North End Terminal,22:00:55.226000,2:40 AM,"Memphis, TN",West of Union Station - East Side of 21st St near Clark Ave,5hrs 5mins,7:45 AM
$31.00,http://us.megabus.com/JourneyResults.aspx?originCode=136&destinationCode=120&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St Louis, MO",2014-06-03,MATA North End Terminal,22:00:55.227000,2:45 PM,"Memphis, TN",West of Union Station - East Side of 21st St near Clark Ave,5hrs 45mins,8:30 PM
$21.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:01:02.395000,6:55 AM,"Chicago, IL",Union Depot Bus Ramp - 240 E Kellogg Blvd,7hrs 45mins,2:40 PM
$21.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:01:02.396000,10:25 AM,"Chicago, IL",Union Depot Bus Ramp - 240 E Kellogg Blvd,8hrs 0mins,6:25 PM
$21.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:01:02.397000,12:35 PM,"Chicago, IL",Union Depot Bus Ramp - 240 E Kellogg Blvd,8hrs 0mins,8:35 PM
$21.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:01:02.398000,4:25 PM,"Chicago, IL",Union Depot Bus Ramp - 240 E Kellogg Blvd,8hrs 0mins,12:25 AM
$21.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:01:02.400000,10:25 PM,"Chicago, IL",Union Depot Bus Ramp - 240 E Kellogg Blvd,7hrs 45mins,6:10 AM
$21.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:01:02.401000,11:59 PM,"Chicago, IL",Union Depot Bus Ramp - 240 E Kellogg Blvd,8hrs 6mins,8:05 AM
$25.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=300&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,(Temporary Location) 800 University Ave Between Park and Langdon,22:01:07.706000,10:25 AM,"Madison, U of Wisc, WI",Union Depot Bus Ramp - 240 E Kellogg Blvd,4hrs 50mins,3:15 PM
$25.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=300&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,(Temporary Location) 800 University Ave Between Park and Langdon,22:01:07.707000,12:35 PM,"Madison, U of Wisc, WI",Union Depot Bus Ramp - 240 E Kellogg Blvd,4hrs 50mins,5:25 PM
$25.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=300&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,(Temporary Location) 800 University Ave Between Park and Langdon,22:01:07.708000,4:25 PM,"Madison, U of Wisc, WI",Union Depot Bus Ramp - 240 E Kellogg Blvd,4hrs 50mins,9:15 PM
$25.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=300&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,(Temporary Location) 800 University Ave Between Park and Langdon,22:01:07.709000,10:25 PM,"Madison, U of Wisc, WI",Union Depot Bus Ramp - 240 E Kellogg Blvd,4hrs 50mins,3:15 AM
$25.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=119&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,Dutch Mill Park and Ride,22:01:14.762000,10:25 AM,"Madison, WI",Union Depot Bus Ramp - 240 E Kellogg Blvd,5hrs 20mins,3:45 PM
$25.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=119&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,Dutch Mill Park and Ride,22:01:14.764000,12:35 PM,"Madison, WI",Union Depot Bus Ramp - 240 E Kellogg Blvd,5hrs 20mins,5:55 PM
$25.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=119&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,Dutch Mill Park and Ride,22:01:14.766000,4:25 PM,"Madison, WI",Union Depot Bus Ramp - 240 E Kellogg Blvd,5hrs 20mins,9:45 PM
$25.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=119&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,Dutch Mill Park and Ride,22:01:14.767000,10:25 PM,"Madison, WI",Union Depot Bus Ramp - 240 E Kellogg Blvd,5hrs 20mins,3:45 AM
$21.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=121&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,"4th Street, North of St Paul",22:01:20.724000,6:55 AM,"Milwaukee, WI",Union Depot Bus Ramp - 240 E Kellogg Blvd,5hrs 50mins,12:45 PM
$21.00,http://us.megabus.com/JourneyResults.aspx?originCode=430&destinationCode=121&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"St. Paul, MN",2014-06-03,"4th Street, North of St Paul",22:01:20.725000,11:59 PM,"Milwaukee, WI",Union Depot Bus Ramp - 240 E Kellogg Blvd,6hrs 6mins,6:05 AM
$55.00,http://us.megabus.com/JourneyResults.aspx?originCode=137&destinationCode=100&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"State College, PA",2014-06-03,Union Station S Canal St south of Jackson Blvd.,22:01:25.229000,7:50 PM,"Chicago, IL",SW Corner of Walmart Parking Lot - 1665 N Atherton St.,11hrs 25mins,6:15 AM
$38.00,http://us.megabus.com/JourneyResults.aspx?originCode=137&destinationCode=103&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"State College, PA",2014-06-03,"Stephanie Tubbs Jones Transit Center,      2115 East 22nd Street",22:01:31.804000,7:50 PM,"Cleveland, OH",SW Corner of Walmart Parking Lot - 1665 N Atherton St.,4hrs 40mins,12:30 AM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=137&destinationCode=111&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"State College, PA",2014-06-03,Harrisburg Mall Parking Lot,22:01:37.453000,9:50 AM,"Harrisburg, PA",SW Corner of Walmart Parking Lot - 1665 N Atherton St.,2hrs 15mins,12:05 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=137&destinationCode=111&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"State College, PA",2014-06-03,Harrisburg Mall Parking Lot,22:01:37.455000,2:20 PM,"Harrisburg, PA",SW Corner of Walmart Parking Lot - 1665 N Atherton St.,2hrs 10mins,4:30 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=137&destinationCode=111&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"State College, PA",2014-06-03,Harrisburg Mall Parking Lot,22:01:37.456000,8:10 PM,"Harrisburg, PA",SW Corner of Walmart Parking Lot - 1665 N Atherton St.,2hrs 10mins,10:20 PM
